Algusaeg,Lõppaeg,Kaloreid (kcal),Kaugus (m),Minimaalne laiuskraad (kraadi),Minimaalne pikkuskraad (kraadi),Maksimaalne laiuskraad (kraadi),Maksimaalne pikkuskraad (kraadi),Keskmine kiirus (m/s),Max kiirus (m/s),Min kiirus (m/s),Sammuloend,Keskmine kaal (kg),Max kaal (kg),Min kaal (kg),Inaktiivsus kestus (ms),Kõndimine kestus (ms)
00:00:00.000+02:00,00:15:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
00:15:00.000+02:00,00:30:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
00:30:00.000+02:00,00:45:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
00:45:00.000+02:00,01:00:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
01:00:00.000+02:00,01:15:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
01:15:00.000+02:00,01:30:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
01:30:00.000+02:00,01:45:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
01:45:00.000+02:00,02:00:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
02:00:00.000+02:00,02:15:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
02:15:00.000+02:00,02:30:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
02:30:00.000+02:00,02:45:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
02:45:00.000+02:00,03:00:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
03:00:00.000+02:00,03:15:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
03:15:00.000+02:00,03:30:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
03:30:00.000+02:00,03:45:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
03:45:00.000+02:00,04:00:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
04:00:00.000+02:00,04:15:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
04:15:00.000+02:00,04:30:00.000+02:00,15.854166057137077,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,,,,,900000,
04:30:00.000+02:00,04:45:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
04:45:00.000+02:00,05:00:00.000+02:00,15.854166057137077,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,,,,,900000,
05:00:00.000+02:00,05:15:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
05:15:00.000+02:00,05:30:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
05:30:00.000+02:00,05:45:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
05:45:00.000+02:00,06:00:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
06:00:00.000+02:00,06:15:00.000+02:00,15.854166057137077,,58.11793899536133,24.49358558654785,58.118003845214844,24.49373435974121,,,,,,,,900000,
06:15:00.000+02:00,06:30:00.000+02:00,15.854166057137077,,,,,,,,,,,,,900000,
06:30:00.000+02:00,06:45:00.000+02:00,15.854166057137077,,,,,,,,,16,,,,900000,
06:45:00.000+02:00,07:00:00.000+02:00,15.854166057137077,,,,,,,,,17,,,,900000,
07:00:00.000+02:00,07:15:00.000+02:00,15.854166057137077,,,,,,,,,85,,,,900000,
07:15:00.000+02:00,07:30:00.000+02:00,24.890202347328113,,,,,,,,,88,,,,702351,197649
07:30:00.000+02:00,07:45:00.000+02:00,18.664120680185885,55.32439038217068,58.07860565185547,24.49358367919922,58.11787414550781,24.497013092041016,1.566623184634304,2.539644718170166,0.5007898211479187,93,,,,490266,61464
07:45:00.000+02:00,08:00:00.000+02:00,25.150883150980746,68.10772994101048,58.07814025878906,24.4957218170166,58.07856369018555,24.496328353881836,0.7850555163760852,1.6315743923187256,0.5033339262008667,190,,,,696649,203351
08:00:00.000+02:00,08:15:00.000+02:00,15.854166018718207,,,,,,,,,12,,,,900000,
08:15:00.000+02:00,08:30:00.000+02:00,15.854166018718207,,,,,,,,,7,,,,900000,
08:30:00.000+02:00,08:45:00.000+02:00,15.854166018718207,,,,,,,,,46,,,,900000,
08:45:00.000+02:00,09:00:00.000+02:00,15.854166018718207,,58.078125,24.495338439941406,58.07829666137695,24.4957218170166,0.8024335006997986,1.1617050170898438,0.5223314166069031,48,,,,900000,
09:00:00.000+02:00,09:15:00.000+02:00,15.854166018718207,,58.07820129394531,24.495437622070312,58.07820129394531,24.495437622070312,,,,3,,,,900000,
09:15:00.000+02:00,09:30:00.000+02:00,15.854166018718207,,,,,,,,,1,,,,900000,
09:30:00.000+02:00,09:45:00.000+02:00,15.854166018718207,,58.07814025878906,24.4957218170166,58.07814025878906,24.4957218170166,,,,40,,,,900000,
09:45:00.000+02:00,10:00:00.000+02:00,15.854166018718207,,,,,,,,,42,,,,900000,
10:00:00.000+02:00,10:15:00.000+02:00,15.854166018718207,,,,,,,,,12,,,,900000,
10:15:00.000+02:00,10:30:00.000+02:00,15.854166018718207,,,,,,,,,11,,,,900000,
10:30:00.000+02:00,10:45:00.000+02:00,15.854166018718207,,,,,,,,,25,,,,900000,
10:45:00.000+02:00,11:00:00.000+02:00,15.854166018718207,,58.0781135559082,24.495691299438477,58.07814407348633,24.495803833007812,,,,25,,,,900000,
11:00:00.000+02:00,11:15:00.000+02:00,15.854166018718207,,,,,,,,,6,,,,900000,
11:15:00.000+02:00,11:30:00.000+02:00,15.854166018718207,,,,,,,,,5,,,,900000,
11:30:00.000+02:00,11:45:00.000+02:00,22.08980334426023,8.942623138427734,58.07814025878906,24.495609283447266,58.078269958496094,24.496021270751953,0.804482102394104,0.804482102394104,0.804482102394104,79,,,,763605,136395
11:45:00.000+02:00,12:00:00.000+02:00,33.454786630151254,,58.07790756225586,24.495258331298828,58.07841873168945,24.495746612548828,0.6871592501799265,0.7517180442810059,0.6413580775260925,83,,,,515014,384986
12:00:00.000+02:00,12:15:00.000+02:00,15.854167035735113,,,,,,,,,32,,,,900000,
12:15:00.000+02:00,12:30:00.000+02:00,15.854167035735113,,,,,,,,,29,,,,900000,
12:30:00.000+02:00,12:45:00.000+02:00,29.587729791737033,,58.07814025878906,24.495397567749023,58.07831954956055,24.495800018310547,,,,64,,,,599600,300400
12:45:00.000+02:00,13:00:00.000+02:00,15.854165537114499,,,,,,,,,67,,,,900000,
13:00:00.000+02:00,13:15:00.000+02:00,15.854165537114499,,,,,,,,,8,,,,900000,
13:15:00.000+02:00,13:30:00.000+02:00,15.854165537114499,,,,,,,,,5,,,,900000,
13:30:00.000+02:00,13:45:00.000+02:00,28.716948116239585,186.78278160095215,58.07778549194336,24.49553871154785,58.078365325927734,24.496347427368164,0.9755226463234867,1.179874062538147,0.8187261819839478,239,,,,618647,281353
13:45:00.000+02:00,14:00:00.000+02:00,15.854165588770877,,,,,,,,,8,,,,900000,
14:00:00.000+02:00,14:15:00.000+02:00,15.854165588770877,,,,,,,,,19,,,,900000,
14:15:00.000+02:00,14:30:00.000+02:00,15.854165588770877,,,,,,,,,20,,,,900000,
14:30:00.000+02:00,14:45:00.000+02:00,45.789177373008705,,58.07814025878906,24.4957218170166,58.079193115234375,24.498952865600586,0.8680820465087891,0.8680820465087891,0.8680820465087891,136,,,,245219,654781
14:45:00.000+02:00,15:00:00.000+02:00,36.62339305604219,372.35760498046875,,,,,1.2411919832229614,1.2411919832229614,1.2411919832229614,591,,,,98140,454294
15:00:00.000+02:00,15:15:00.000+02:00,20.325163945864134,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,37,,,,802204,97796
15:15:00.000+02:00,15:30:00.000+02:00,15.854166560519806,,,,,,,,,33,,,,900000,
15:30:00.000+02:00,15:45:00.000+02:00,15.854166560519806,,,,,,,,,10,,,,900000,
15:45:00.000+02:00,16:00:00.000+02:00,15.854166560519806,,,,,,,,,8,,,,900000,
16:00:00.000+02:00,16:15:00.000+02:00,15.854166560519806,,,,,,,,,4,,,,900000,
16:15:00.000+02:00,16:30:00.000+02:00,15.854166560519806,,,,,,,,,4,,,,900000,
16:30:00.000+02:00,16:45:00.000+02:00,15.854166560519806,,,,,,,,,21,,,,900000,
16:45:00.000+02:00,17:00:00.000+02:00,15.854166560519806,,,,,,,,,22,,,,900000,
17:00:00.000+02:00,17:15:00.000+02:00,15.854166560519806,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,25,,,,900000,
17:15:00.000+02:00,17:30:00.000+02:00,15.854166560519806,,,,,,,,,25,,,,900000,
17:30:00.000+02:00,17:45:00.000+02:00,15.854166560519806,,,,,,,,,22,,,,900000,
17:45:00.000+02:00,18:00:00.000+02:00,15.854166560519806,,,,,,,,,22,,,,900000,
18:00:00.000+02:00,18:15:00.000+02:00,15.854166560519806,,,,,,,,,21,,,,900000,
18:15:00.000+02:00,18:30:00.000+02:00,15.854166560519806,,,,,,,,,21,,,,900000,
18:30:00.000+02:00,18:45:00.000+02:00,15.854166560519806,,,,,,,,,1,,,,900000,
18:45:00.000+02:00,19:00:00.000+02:00,15.854166560519806,,,,,,,,,,,,,900000,
19:00:00.000+02:00,19:15:00.000+02:00,15.854166560519806,,,,,,,,,4,,,,900000,
19:15:00.000+02:00,19:30:00.000+02:00,15.854166560519806,,,,,,,,,4,,,,900000,
19:30:00.000+02:00,19:45:00.000+02:00,15.854166560519806,,,,,,,,,2,,,,900000,
19:45:00.000+02:00,20:00:00.000+02:00,15.854166560519806,,,,,,,,,2,,,,900000,
20:00:00.000+02:00,20:15:00.000+02:00,15.854166560519806,,,,,,,,,0,,,,900000,
20:15:00.000+02:00,20:30:00.000+02:00,15.854166560519806,,,,,,,,,,,,,900000,
20:30:00.000+02:00,20:45:00.000+02:00,15.854166560519806,,,,,,,,,17,,,,900000,
20:45:00.000+02:00,21:00:00.000+02:00,15.854166560519806,,,,,,,,,18,,,,900000,
21:00:00.000+02:00,21:15:00.000+02:00,15.854166560519806,,,,,,,,,3,,,,900000,
21:15:00.000+02:00,21:30:00.000+02:00,15.854166560519806,,,,,,,,,2,,,,900000,
21:30:00.000+02:00,21:45:00.000+02:00,15.854166560519806,,,,,,,,,4,,,,900000,
21:45:00.000+02:00,22:00:00.000+02:00,15.854166560519806,,,,,,,,,4,,,,900000,
22:00:00.000+02:00,22:15:00.000+02:00,15.854166560519806,,58.118064880371094,24.493656158447266,58.118064880371094,24.493656158447266,,,,4,,,,900000,
22:15:00.000+02:00,22:30:00.000+02:00,15.854166560519806,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,4,,,,900000,
22:30:00.000+02:00,22:45:00.000+02:00,15.854166560519806,,,,,,,,,8,,,,900000,
22:45:00.000+02:00,23:00:00.000+02:00,15.854166560519806,,,,,,,,,8,,,,900000,
23:00:00.000+02:00,23:15:00.000+02:00,15.854166560519806,,,,,,,,,0,,,,900000,
23:15:00.000+02:00,23:30:00.000+02:00,15.85416617524406,,58.11796951293945,24.493778228759766,58.11796951293945,24.493778228759766,1.0903565883636475,1.0903565883636475,1.0903565883636475,,,,,396279,
23:30:00.000+02:00,23:45:00.000+02:00,15.854166177444052,,,,,,,,,1,,,,631397,
