Algusaeg,Lõppaeg,Kaloreid (kcal),Kaugus (m),Minimaalne laiuskraad (kraadi),Minimaalne pikkuskraad (kraadi),Maksimaalne laiuskraad (kraadi),Maksimaalne pikkuskraad (kraadi),Keskmine kiirus (m/s),Max kiirus (m/s),Min kiirus (m/s),Sammuloend,Keskmine kaal (kg),Max kaal (kg),Min kaal (kg),Inaktiivsus kestus (ms)
08:15:00.000+03:00,08:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
08:30:00.000+03:00,08:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
08:45:00.000+03:00,09:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
09:00:00.000+03:00,09:15:00.000+03:00,15.854166081985502,,58.117000579833984,24.49015235900879,58.117740631103516,24.492021560668945,,,,,,,,900000
09:15:00.000+03:00,09:30:00.000+03:00,15.854166081985502,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,,,,,900000
09:30:00.000+03:00,09:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
09:45:00.000+03:00,10:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
10:00:00.000+03:00,10:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
10:15:00.000+03:00,10:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
10:30:00.000+03:00,10:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
10:45:00.000+03:00,11:00:00.000+03:00,15.854166081985502,,,,,,,,,8,,,,900000
11:00:00.000+03:00,11:15:00.000+03:00,15.854166081985502,,,,,,,,,15,,,,900000
11:15:00.000+03:00,11:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
11:30:00.000+03:00,11:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
11:45:00.000+03:00,12:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
12:00:00.000+03:00,12:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
12:15:00.000+03:00,12:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
12:30:00.000+03:00,12:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
12:45:00.000+03:00,13:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
13:00:00.000+03:00,13:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
13:15:00.000+03:00,13:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
13:30:00.000+03:00,13:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
13:45:00.000+03:00,14:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
14:00:00.000+03:00,14:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
14:15:00.000+03:00,14:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
14:30:00.000+03:00,14:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
14:45:00.000+03:00,15:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
15:00:00.000+03:00,15:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
15:15:00.000+03:00,15:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
15:30:00.000+03:00,15:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
15:45:00.000+03:00,16:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
16:00:00.000+03:00,16:15:00.000+03:00,15.854166081985502,,,,,,,,,44,,,,900000
16:15:00.000+03:00,16:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
16:30:00.000+03:00,16:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
16:45:00.000+03:00,17:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
17:00:00.000+03:00,17:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
17:15:00.000+03:00,17:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
17:30:00.000+03:00,17:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
17:45:00.000+03:00,18:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
18:00:00.000+03:00,18:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
18:15:00.000+03:00,18:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
18:30:00.000+03:00,18:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
18:45:00.000+03:00,19:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
19:00:00.000+03:00,19:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
19:15:00.000+03:00,19:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
19:30:00.000+03:00,19:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
19:45:00.000+03:00,20:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
20:00:00.000+03:00,20:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
20:15:00.000+03:00,20:30:00.000+03:00,15.854166081985502,,,,,,,,,24,,,,900000
20:30:00.000+03:00,20:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
20:45:00.000+03:00,21:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
21:00:00.000+03:00,21:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
21:15:00.000+03:00,21:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
21:30:00.000+03:00,21:45:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
21:45:00.000+03:00,22:00:00.000+03:00,15.854166081985502,,,,,,,,,24,,,,900000
22:00:00.000+03:00,22:15:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
22:15:00.000+03:00,22:30:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
22:30:00.000+03:00,22:45:00.000+03:00,15.854166081985502,,,,,,,,,1,,,,900000
22:45:00.000+03:00,23:00:00.000+03:00,15.854166081985502,,58.1181755065918,24.49383544921875,58.1181755065918,24.49383544921875,,,,1,,,,900000
23:00:00.000+03:00,23:15:00.000+03:00,15.854166081985502,,,,,,,,,2,,,,900000
23:15:00.000+03:00,23:30:00.000+03:00,15.854166081985502,,,,,,,,,2,,,,900000
23:30:00.000+03:00,23:45:00.000+03:00,15.854166081985502,,,,,,,,,0,,,,900000
23:45:00.000+03:00,00:00:00.000+03:00,15.854166081985502,,,,,,,,,,,,,900000
