Algusaeg,Lõppaeg,Kaloreid (kcal),Kaugus (m),Minimaalne laiuskraad (kraadi),Minimaalne pikkuskraad (kraadi),Maksimaalne laiuskraad (kraadi),Maksimaalne pikkuskraad (kraadi),Keskmine kiirus (m/s),Max kiirus (m/s),Min kiirus (m/s),Sammuloend,Keskmine kaal (kg),Max kaal (kg),Min kaal (kg),Inaktiivsus kestus (ms),Kõndimine kestus (ms)
00:00:00.000+02:00,00:15:00.000+02:00,15.854166616316832,,58.07813262939453,24.49553871154785,58.07813262939453,24.49553871154785,,,,11,,,,900000,
00:15:00.000+02:00,00:30:00.000+02:00,15.854166616316832,,58.07815933227539,24.495397567749023,58.07815933227539,24.495397567749023,,,,11,,,,900000,
00:30:00.000+02:00,00:45:00.000+02:00,15.854166616316832,,,,,,,,,1,,,,900000,
00:45:00.000+02:00,01:00:00.000+02:00,15.854166616316832,,,,,,,,,1,,,,900000,
01:00:00.000+02:00,01:15:00.000+02:00,15.854166616316832,,,,,,,,,3,,,,900000,
01:15:00.000+02:00,01:30:00.000+02:00,15.854166616316832,,58.07813262939453,24.49553871154785,58.07813262939453,24.49553871154785,,,,3,,,,900000,
01:30:00.000+02:00,01:45:00.000+02:00,15.854166616316832,,,,,,,,,35,,,,900000,
01:45:00.000+02:00,02:00:00.000+02:00,15.854166616316832,,58.07815933227539,24.495397567749023,58.07815933227539,24.495397567749023,,,,35,,,,900000,
02:00:00.000+02:00,02:15:00.000+02:00,15.854166616316832,,58.07813262939453,24.495397567749023,58.07815933227539,24.49553871154785,,,,55,,,,900000,
02:15:00.000+02:00,02:30:00.000+02:00,15.854166616316832,,58.07815933227539,24.495397567749023,58.07815933227539,24.495397567749023,,,,55,,,,900000,
02:30:00.000+02:00,02:45:00.000+02:00,28.2654407581867,,58.078147888183594,24.495397567749023,58.0782356262207,24.49559211730957,,,,184,,,,628523,271477
02:45:00.000+02:00,03:00:00.000+02:00,25.275602114393443,,58.07813262939453,24.495397567749023,58.07815933227539,24.49553871154785,,,,184,,,,693921,206079
03:00:00.000+02:00,03:15:00.000+02:00,15.854165829450316,,58.07815933227539,24.495397567749023,58.07815933227539,24.495397567749023,,,,4,,,,900000,
03:15:00.000+02:00,03:30:00.000+02:00,15.854165829450316,,,,,,,,,4,,,,900000,
03:30:00.000+02:00,03:45:00.000+02:00,15.854165829450316,,58.07813262939453,24.495397567749023,58.07815933227539,24.49553871154785,,,,92,,,,900000,
03:45:00.000+02:00,04:00:00.000+02:00,42.0546913029365,,,,,,,,,92,,,,326905,573095
04:00:00.000+02:00,04:15:00.000+02:00,15.861846577947611,,58.07813262939453,24.49553871154785,58.07813262939453,24.49553871154785,,,,47,,,,899832,168
04:15:00.000+02:00,04:30:00.000+02:00,15.854166021911917,,58.078128814697266,24.495275497436523,58.07815933227539,24.49553108215332,,,,47,,,,900000,
04:30:00.000+02:00,04:45:00.000+02:00,15.854166021911917,,58.078163146972656,24.495290756225586,58.07818603515625,24.495412826538086,,,,0,,,,900000,
04:45:00.000+02:00,05:00:00.000+02:00,15.854166021911917,,58.07814025878906,24.495569229125977,58.07814025878906,24.495569229125977,,,,,,,,900000,
05:00:00.000+02:00,05:15:00.000+02:00,15.854166021911917,,58.07818603515625,24.495405197143555,58.07820510864258,24.495534896850586,,,,,,,,900000,
05:15:00.000+02:00,05:30:00.000+02:00,15.854166021911917,,,,,,,,,,,,,900000,
05:30:00.000+02:00,05:45:00.000+02:00,15.854166021911917,,58.07815933227539,24.495271682739258,58.07821273803711,24.495397567749023,,,,46,,,,900000,
05:45:00.000+02:00,06:00:00.000+02:00,15.854166021911917,,58.07813262939453,24.495397567749023,58.07839584350586,24.495635986328125,,,,46,,,,900000,
06:00:00.000+02:00,06:15:00.000+02:00,15.854166021911917,,58.07815933227539,24.495397567749023,58.07815933227539,24.495397567749023,,,,5,,,,900000,
06:15:00.000+02:00,06:30:00.000+02:00,15.854166021911917,,,,,,,,,5,,,,900000,
06:30:00.000+02:00,06:45:00.000+02:00,15.854166021911917,,,,,,,,,62,,,,900000,
06:45:00.000+02:00,07:00:00.000+02:00,15.854166021911917,,,,,,,,,62,,,,900000,
07:00:00.000+02:00,07:15:00.000+02:00,15.854166021911917,,,,,,,,,44,,,,900000,
07:15:00.000+02:00,07:30:00.000+02:00,15.854166021911917,,,,,,,,,44,,,,900000,
07:30:00.000+02:00,07:45:00.000+02:00,34.525781254147724,,58.07813262939453,24.49553871154785,58.07828140258789,24.495969772338867,,,,144,,,,491588,408412
07:45:00.000+02:00,08:00:00.000+02:00,22.765478304946882,,58.07815933227539,24.495397567749023,58.07815933227539,24.495397567749023,,,,144,,,,748826,151174
08:00:00.000+02:00,08:15:00.000+02:00,24.813168971578257,,58.07813262939453,24.495397567749023,58.07815933227539,24.49553871154785,,,,53,,,,704036,195964
08:15:00.000+02:00,08:30:00.000+02:00,15.854165653483635,,58.07815933227539,24.495397567749023,58.07815933227539,24.495397567749023,,,,53,,,,900000,
08:30:00.000+02:00,08:45:00.000+02:00,15.854165653483635,,58.07815933227539,24.495397567749023,58.07815933227539,24.495397567749023,,,,147,,,,900000,
08:45:00.000+02:00,09:00:00.000+02:00,15.854165653483635,,58.07813262939453,24.495397567749023,58.07815933227539,24.49553871154785,,,,147,,,,900000,
09:00:00.000+02:00,09:15:00.000+02:00,15.854165653483635,,,,,,,,,185,,,,900000,
09:15:00.000+02:00,09:30:00.000+02:00,15.854165653483635,,58.07807159423828,24.49533462524414,58.07807159423828,24.49533462524414,,,,185,,,,900000,
09:30:00.000+02:00,09:45:00.000+02:00,28.34444270674888,,58.07815933227539,24.495397567749023,58.07839584350586,24.495635986328125,,,,111,,,,626795,273205
09:45:00.000+02:00,10:00:00.000+02:00,33.23590398921248,,58.07813262939453,24.49530601501465,58.078243255615234,24.495845794677734,,,,111,,,,519802,380198
10:00:00.000+02:00,10:15:00.000+02:00,15.854167591920882,,58.078216552734375,24.495811462402344,58.078216552734375,24.495811462402344,,,,23,,,,900000,
10:15:00.000+02:00,10:30:00.000+02:00,15.854167591920882,,58.07818603515625,24.495689392089844,58.07818603515625,24.495689392089844,,,,23,,,,900000,
10:30:00.000+02:00,10:45:00.000+02:00,25.393599409288136,19.5198974609375,58.078330993652344,24.49602699279785,58.078330993652344,24.49602699279785,0.890709400177002,0.890709400177002,0.890709400177002,211,,,,251150,208660
10:45:00.000+02:00,11:00:00.000+02:00,18.534664417928653,,58.11793899536133,24.49373435974121,58.11793899536133,24.49373435974121,,,,179,,,,,163195
11:00:00.000+02:00,11:15:00.000+02:00,,,,,,,,,,150,,,,,
11:15:00.000+02:00,11:30:00.000+02:00,,,,,,,,,,12,,,,,
11:30:00.000+02:00,11:45:00.000+02:00,,,,,,,,,,18,,,,,
11:45:00.000+02:00,12:00:00.000+02:00,,,,,,,,,,18,,,,,
12:00:00.000+02:00,12:15:00.000+02:00,,,,,,,,,,14,,,,,
12:15:00.000+02:00,12:30:00.000+02:00,,,,,,,,,,0,,,,,
12:30:00.000+02:00,12:45:00.000+02:00,,,,,,,,,,1,,,,,
12:45:00.000+02:00,13:00:00.000+02:00,,,,,,,,,,1,,,,,
13:00:00.000+02:00,13:15:00.000+02:00,,,,,,,,,,0,,,,,
13:15:00.000+02:00,13:30:00.000+02:00,,,,,,,,,,,,,,,
13:30:00.000+02:00,13:45:00.000+02:00,,,,,,,,,,,,,,,
13:45:00.000+02:00,14:00:00.000+02:00,,,,,,,,,,,,,,,
14:00:00.000+02:00,14:15:00.000+02:00,,,,,,,,,,,,,,,
14:15:00.000+02:00,14:30:00.000+02:00,,,,,,,,,,,,,,,
14:30:00.000+02:00,14:45:00.000+02:00,,,,,,,,,,,,,,,
14:45:00.000+02:00,15:00:00.000+02:00,,,,,,,,,,,,,,,
15:00:00.000+02:00,15:15:00.000+02:00,,,,,,,,,,,,,,,
15:15:00.000+02:00,15:30:00.000+02:00,,,,,,,,,,,,,,,
15:30:00.000+02:00,15:45:00.000+02:00,,,,,,,,,,,,,,,
15:45:00.000+02:00,16:00:00.000+02:00,,,,,,,,,,,,,,,
16:00:00.000+02:00,16:15:00.000+02:00,,,58.117862701416016,24.493576049804688,58.117897033691406,24.493608474731445,,,,3,,,,,
16:15:00.000+02:00,16:30:00.000+02:00,,,,,,,,,,3,,,,,
16:30:00.000+02:00,16:45:00.000+02:00,,,,,,,,,,0,,,,,
16:45:00.000+02:00,17:00:00.000+02:00,,,,,,,,,,,,,,,
17:00:00.000+02:00,17:15:00.000+02:00,,,,,,,,,,,,,,,
17:15:00.000+02:00,17:30:00.000+02:00,,,,,,,,,,,,,,,
17:30:00.000+02:00,17:45:00.000+02:00,,,,,,,,,,1,,,,,
17:45:00.000+02:00,18:00:00.000+02:00,,,,,,,,,,1,,,,,
18:00:00.000+02:00,18:15:00.000+02:00,,,,,,,,,,0,,,,,
18:15:00.000+02:00,18:30:00.000+02:00,,,,,,,,,,,,,,,
18:30:00.000+02:00,18:45:00.000+02:00,,,,,,,,,,,,,,,
18:45:00.000+02:00,19:00:00.000+02:00,,,,,,,,,,,,,,,
19:00:00.000+02:00,19:15:00.000+02:00,,,,,,,,,,1,,,,,
19:15:00.000+02:00,19:30:00.000+02:00,,,,,,,,,,1,,,,,
19:30:00.000+02:00,19:45:00.000+02:00,,,,,,,,,,0,,,,,
19:45:00.000+02:00,20:00:00.000+02:00,,,58.117916107177734,24.493669509887695,58.11798858642578,24.493709564208984,,,,,,,,,
20:00:00.000+02:00,20:15:00.000+02:00,,,,,,,,,,,,,,,
20:15:00.000+02:00,20:30:00.000+02:00,,,,,,,,,,,,,,,
20:30:00.000+02:00,20:45:00.000+02:00,,,,,,,,,,,,,,,
20:45:00.000+02:00,21:00:00.000+02:00,,,,,,,,,,,,,,,
21:00:00.000+02:00,21:15:00.000+02:00,,,,,,,,,,,,,,,
21:15:00.000+02:00,21:30:00.000+02:00,,,,,,,,,,,,,,,
21:30:00.000+02:00,21:45:00.000+02:00,,,,,,,,,,,,,,,
21:45:00.000+02:00,22:00:00.000+02:00,,,,,,,,,,,,,,,
22:00:00.000+02:00,22:15:00.000+02:00,,,,,,,,,,,,,,,
22:15:00.000+02:00,22:30:00.000+02:00,,,,,,,,,,,,,,,
22:30:00.000+02:00,22:45:00.000+02:00,,,,,,,,,,,,,,,
22:45:00.000+02:00,23:00:00.000+02:00,,,,,,,,,,,,,,,
